0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
27290;;от;ОТ;PR;;;и естественно заорал _от_ испуга .;т;о;;;;;PR;ОТ;PR;Т
27291;;испуга;ИСПУГ;S m inan gen sg;;;естественно заорал от _испуга_ .;а;г;у;п;с;и;S;ИСПУГ;S m inan gen sg;Г
27292;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27293;;;;;;;;;;;;;;;;;
27294;# sent = 1999;;;;;;;;;;;;;;;;
27295;;Ну;НУ;PART;;;. _Ну_ , и нам;у;н;;;;;PART;НУ;PART;У
27296;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27297;;и;И;CONJ;;;Ну , _и_ нам ничего не;и;;;;;;CONJ;И;CONJ;И
27298;;нам;МЫ;SPRO pl 1p - dat;;;Ну , и _нам_ ничего не остаётся;м;а;н;;;;SPRO;МЫ;SPRO pl 1p - dat;Ы
27299;;ничего;НИЧТО;SPRO n inan gen sg;;;, и нам _ничего_ не остаётся делать;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О
27300;;не;НЕ;PART;;;и нам ничего _не_ остаётся делать ,;е;н;;;;;PART;НЕ;PART;Е
27301;;остаётся;ОСТАВАТЬСЯ;V ipf praes sg indic - 3p;;;нам ничего не _остаётся_ делать , как;я;с;т;ё;а;т;V;ОСТАВАТЬСЯ;V ipf praes sg indic - 3p;Я
27302;;делать;ДЕЛАТЬ;V ipf - - inf - -;;;ничего не остаётся _делать_ , как прыгать;ь;т;а;л;е;д;V;ДЕЛАТЬ;V ipf - - inf - -;Ь
27303;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27304;;как;КАК;CONJ;;;остаётся делать , _как_ прыгать за ним;к;а;к;;;;CONJ;КАК;CONJ;К
27305;;прыгать;ПРЫГАТЬ;V ipf - - inf - -;;;делать , как _прыгать_ за ним в;ь;т;а;г;ы;р;V;ПРЫГАТЬ;V ipf - - inf - -;Ь
27306;;за;ЗА;PR;;;, как прыгать _за_ ним в эту;а;з;;;;;PR;ЗА;PR;А
27307;;ним;ОН;SPRO sg 3p m ins;;;как прыгать за _ним_ в эту неизвестность;м;и;н;;;;SPRO;ОН;SPRO sg 3p m ins;Н
27308;;в;В;PR;;;прыгать за ним _в_ эту неизвестность ,;в;;;;;;PR;В;PR;В
27309;;эту;ЭТОТ;APRO - acc sg plen f -;;;за ним в _эту_ неизвестность , в;у;т;э;;;;APRO;ЭТОТ;A - acc sg plen f -;Т
27310;;неизвестность;НЕИЗВЕСТНОСТЬ;S f inan acc sg;;;ним в эту _неизвестность_ , в эту;ь;т;с;о;н;т;S;НЕИЗВЕСТНОСТЬ;S f inan acc sg;Ь
27311;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27312;;в;В;PR;;;эту неизвестность , _в_ эту трубу;в;;;;;;PR;В;PR;В
27313;;эту;ЭТОТ;APRO - acc sg plen f -;;;неизвестность , в _эту_ трубу усмехается;у;т;э;;;;APRO;ЭТОТ;A - acc sg plen f -;Т
27314;;трубу;ТРУБА;S f inan acc sg;;;, в эту _трубу_ усмехается;у;б;у;р;т;;S;ТРУБА;S f inan acc sg;А
27315;"<span class=""note"">";;;;;;;;;;;;;;;;
27316;<note>;усмехается;;;;;;;;;;;;;;;
27317;</span>;;;;;;;;;;;;;;;;
27318;;тёмную;ТЕМНЫЙ;A - acc sg plen f -;;;усмехается _тёмную_ .;ю;у;н;м;ё;т;A;ТЕМНЫЙ;A - acc sg plen f -;Й
27319;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27320;;;;;;;;;;;;;;;;;
27321;# sent = 2000;;;;;;;;;;;;;;;;
27322;# speaker = Надя;;;;;;;;;;;;;;;;
27323;# sent = 2001;;;;;;;;;;;;;;;;
27324;;Мы;МЫ;SPRO pl 1p - nom;;;_Мы_ скатились по трубе;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
27325;;скатились;СКАТИТЬСЯ;V pf praet pl indic - -;;;Мы _скатились_ по трубе ,;ь;с;и;л;и;т;V;СКАТИТЬСЯ;V pf praet pl indic - -;Я
27326;;по;ПО;PR;;;Мы скатились _по_ трубе , и;о;п;;;;;PR;ПО;PR;О
27327;;трубе;ТРУБА;S f inan loc sg;;;Мы скатились по _трубе_ , и там;е;б;у;р;т;;S;ТРУБА;S f inan loc sg;А
27328;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27329;;и;И;CONJ;;;по трубе , _и_ там оказалось очень;и;;;;;;CONJ;И;CONJ;И
27330;;там;ТАМ;ADV -;;;трубе , и _там_ оказалось очень темно;м;а;т;;;;ADV;ТАМ;ADV -;М
27331;;оказалось;ОКАЗАТЬСЯ;V pf praet sg indic n -;;;, и там _оказалось_ очень темно ,;ь;с;о;л;а;з;V;ОКАЗАТЬСЯ;V pf praet sg indic n -;Я
27332;;очень;ОЧЕНЬ;ADV -;;;и там оказалось _очень_ темно , резко;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
27333;;темно;ТЕМНО;ADV -;;;там оказалось очень _темно_ , резко включался;о;н;м;е;т;;ADV;ТЕМНО;ADV -;О
27334;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27335;;резко;РЕЗКО;ADV -;;;очень темно , _резко_ включался - выключался;о;к;з;е;р;;ADV;РЕЗКО;ADV -;О
27336;;включался;ВКЛЮЧАТЬСЯ;V ipf praet sg indic m -;;;темно , резко _включался_ - выключался свет;я;с;л;а;ч;ю;V;ВКЛЮЧАТЬСЯ;V ipf praet sg indic m -;Я
27337;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27338;;выключался;ВЫКЛЮЧАТЬСЯ;V ipf praet sg indic m -;;;резко включался - _выключался_ свет , и;я;с;л;а;ч;ю;V;ВЫКЛЮЧАТЬСЯ;V ipf praet sg indic m -;Я
27339;;свет;СВЕТ;S m inan nom sg;;;включался - выключался _свет_ , и там;т;е;в;с;;;S;СВЕТ;S m inan nom sg;Т
27340;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27341;;и;И;CONJ;;;выключался свет , _и_ там такая клетка;и;;;;;;CONJ;И;CONJ;И
27342;;там;ТАМ;ADV -;;;свет , и _там_ такая клетка .;м;а;т;;;;ADV;ТАМ;ADV -;М
27343;;такая;ТАКОЙ;APRO - nom sg plen f -;;;, и там _такая_ клетка .;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
27344;;клетка;КЛЕТКА;S f inan nom sg;;;и там такая _клетка_ .;а;к;т;е;л;к;S;КЛЕТКА;S f inan nom sg;А
27345;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27346;;;;;;;;;;;;;;;;;
27347;# sent = 2002;;;;;;;;;;;;;;;;
27348;;Из;ИЗ;PR;;;. _Из_ клетки видно …;з;и;;;;;PR;ИЗ;PR;З
27349;;клетки;КЛЕТКА;S f inan gen sg;;;Из _клетки_ видно … видны;и;к;т;е;л;к;S;КЛЕТКА;S f inan gen sg;А
27350;;видно;ВИДНО;ADV -;;;Из клетки _видно_ … видны очертания;о;н;д;и;в;;ADV;ВИДНО;ADV -;О
27351;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27352;;видны;ВИДНЫЙ;A - - pl brev - -;;;клетки видно … _видны_ очертания какого-то человека;ы;н;д;и;в;;A;ВИДНЫЙ;A - - pl brev - -;Й
27353;;очертания;ОЧЕРТАНИЕ;S n inan acc pl;;;видно … видны _очертания_ какого-то человека ,;я;и;н;а;т;р;S;ОЧЕРТАНИЕ;S n inan acc pl;Е
27354;;какого-то;КАКОЙ-ТО;APRO - gen sg plen m -;;;… видны очертания _какого-то_ человека , потом;о;т;-;о;г;о;APRO;КАКОЙ-ТО;A - gen sg plen m -;О
27355;;человека;ЧЕЛОВЕК;S m anim gen sg;;;видны очертания какого-то _человека_ , потом он;а;к;е;в;о;л;S;ЧЕЛОВЕК;S m anim gen sg;К
27356;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27357;;потом;ПОТОМ;ADV -;;;какого-то человека , _потом_ он резко подбегает;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
27358;;он;ОН;SPRO sg 3p m nom;;;человека , потом _он_ резко подбегает ,;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
27359;;резко;РЕЗКО;ADV -;;;, потом он _резко_ подбегает , это;о;к;з;е;р;;ADV;РЕЗКО;ADV -;О
27360;;подбегает;ПОДБЕГАТЬ;V ipf praes sg indic - 3p;;;потом он резко _подбегает_ , это оказывается;т;е;а;г;е;б;V;ПОДБЕГАТЬ;V ipf praes sg indic - 3p;Ь
27361;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27362;;это;ЭТО;SPRO n - nom sg;;;резко подбегает , _это_ оказывается человек в;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
27363;;оказывается;ОКАЗЫВАТЬСЯ;V ipf praes sg indic - 3p;;;подбегает , это _оказывается_ человек в халате;я;с;т;е;а;в;V;ОКАЗЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
27364;;человек;ЧЕЛОВЕК;S m anim nom sg;;;, это оказывается _человек_ в халате доктора;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg;К
27365;;в;В;PR;;;это оказывается человек _в_ халате доктора и;в;;;;;;PR;В;PR;В
27366;;халате;ХАЛАТ;S m inan loc sg;;;оказывается человек в _халате_ доктора и в;е;т;а;л;а;х;S;ХАЛАТ;S m inan loc sg;Т
27367;;доктора;ДОКТОР;S m anim gen sg;;;человек в халате _доктора_ и в маске;а;р;о;т;к;о;S;ДОКТОР;S m anim gen sg;Р
27368;;и;И;CONJ;;;в халате доктора _и_ в маске такой;и;;;;;;CONJ;И;CONJ;И
27369;;в;В;PR;;;халате доктора и _в_ маске такой железной;в;;;;;;PR;В;PR;В
27370;;маске;МАСКА;S f inan loc sg;;;доктора и в _маске_ такой железной ,;е;к;с;а;м;;S;МАСКА;S f inan loc sg;А
27371;;такой;ТАКОЙ;APRO - gen sg plen f -;;;и в маске _такой_ железной , ещё;й;о;к;а;т;;APRO;ТАКОЙ;A - gen sg plen f -;Й
27372;;железной;ЖЕЛЕЗНЫЙ;A - gen sg plen f -;;;в маске такой _железной_ , ещё здесь;й;о;н;з;е;л;A;ЖЕЛЕЗНЫЙ;A - gen sg plen f -;Й
27373;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27374;;ещё;ЕЩЕ;ADV -;;;такой железной , _ещё_ здесь рубцы такие;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
27375;;здесь;ЗДЕСЬ;ADV -;;;железной , ещё _здесь_ рубцы такие .;ь;с;е;д;з;;ADV;ЗДЕСЬ;ADV -;Ь
27376;;рубцы;РУБЕЦ;S m inan nom pl;;;, ещё здесь _рубцы_ такие .;ы;ц;б;у;р;;S;РУБЕЦ;S m inan nom pl;Ц
27377;;такие;ТАКОЙ;APRO - acc pl plen - inan;;;ещё здесь рубцы _такие_ .;е;и;к;а;т;;APRO;ТАКОЙ;A - acc pl plen - inan;Й
27378;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27379;;;;;;;;;;;;;;;;;
27380;# sent = 2003;;;;;;;;;;;;;;;;
27381;;И;И;CONJ;;;. _И_ начинает из клетки;и;;;;;;CONJ;И;CONJ;И
27382;;начинает;НАЧИНАТЬ;V ipf praes sg indic - 3p;;;И _начинает_ из клетки хватать;т;е;а;н;и;ч;V;НАЧИНАТЬ;V ipf praes sg indic - 3p;Ь
27383;;из;ИЗ;PR;;;И начинает _из_ клетки хватать каждого;з;и;;;;;PR;ИЗ;PR;З
27384;;клетки;КЛЕТКА;S f inan gen sg;;;И начинает из _клетки_ хватать каждого ,;и;к;т;е;л;к;S;КЛЕТКА;S f inan gen sg;А
27385;;хватать;ХВАТАТЬ;V ipf - - inf - -;;;начинает из клетки _хватать_ каждого , кидаться;ь;т;а;т;а;в;V;ХВАТАТЬ;V ipf - - inf - -;Ь
27386;;каждого;КАЖДЫЙ;APRO - acc sg plen m anim;;;из клетки хватать _каждого_ , кидаться чем-то;о;г;о;д;ж;а;APRO;КАЖДЫЙ;A - acc sg plen m anim;Й
27387;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27388;;кидаться;КИДАТЬСЯ;V ipf - - inf - -;;;хватать каждого , _кидаться_ чем-то , естественно;я;с;ь;т;а;д;V;КИДАТЬСЯ;V ipf - - inf - -;Я
27389;;чем-то;ЧТО-ТО;SPRO n inan ins sg;;;каждого , кидаться _чем-то_ , естественно ор;о;т;-;м;е;ч;SPRO;ЧТО-ТО;S n - ins sg;О
27390;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27391;;естественно;ЕСТЕСТВЕННО;ADV -;;;кидаться чем-то , _естественно_ ор , ужас;о;н;н;е;в;т;ADV;ЕСТЕСТВЕННО;ADV -;О
27392;;ор;ОР;S m inan acc sg;;;чем-то , естественно _ор_ , ужас;р;о;;;;;S;ОР;S m inan acc sg;Р
27393;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27394;;ужас;УЖАС;S m inan nom sg;;;естественно ор , _ужас_ усмехается;с;а;ж;у;;;S;УЖАС;S m inan nom sg;С
27395;"<span class=""note"">";;;;;;;;;;;;;;;;
27396;<note>;усмехается;;;;;;;;;;;;;;;
27397;</span>;;;;;;;;;;;;;;;;
27398;;вообще;ВООБЩЕ;ADV -;;;усмехается _вообще_ какой-то , непонятно;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
27399;;какой-то;КАКОЙ-ТО;APRO - nom sg plen m -;;;усмехается вообще _какой-то_ , непонятно ,;о;т;-;й;о;к;APRO;КАКОЙ-ТО;A - nom sg plen m -;О
27400;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27401;;непонятно;НЕПОНЯТНЫЙ;A - - sg brev n -;;;вообще какой-то , _непонятно_ , в итоге;о;н;т;я;н;о;A;НЕПОНЯТНЫЙ;A - - sg brev n -;Й
27402;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27403;;в;В;PR;;;, непонятно , _в_ итоге потом он;в;;;;;;PR;В;PR;В
27404;;итоге;ИТОГ;S m inan loc sg;;;непонятно , в _итоге_ потом он куда-то;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
27405;;потом;ПОТОМ;ADV -;;;, в итоге _потом_ он куда-то убежал;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
27406;;он;ОН;SPRO sg 3p m nom;;;в итоге потом _он_ куда-то убежал …;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
27407;;куда-то;КУДА-ТО;ADV -;;;итоге потом он _куда-то_ убежал … там;о;т;-;а;д;у;ADV;КУДА-ТО;ADV -;О
27408;;убежал;УБЕЖАТЬ;V pf praet sg indic m -;;;потом он куда-то _убежал_ … там целая;л;а;ж;е;б;у;V;УБЕЖАТЬ;V pf praet sg indic m -;Ь
27409;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27410;;там;ТАМ;ADV -;;;куда-то убежал … _там_ целая Кунсткамера .;м;а;т;;;;ADV;ТАМ;ADV -;М
27411;;целая;ЦЕЛЫЙ;A - nom sg plen f -;;;убежал … там _целая_ Кунсткамера .;я;а;л;е;ц;;A;ЦЕЛЫЙ;A - nom sg plen f -;Й
27412;;Кунсткамера;КУНСТКАМЕРА;S f inan nom sg;;;… там целая _Кунсткамера_ .;а;р;е;м;а;к;S;КУНСТКАМЕРА;S f inan nom sg;А
27413;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27414;;;;;;;;;;;;;;;;;
27415;# sent = 2004;;;;;;;;;;;;;;;;
27416;;Мы;МЫ;SPRO pl 1p - nom;;;. _Мы_ заходим в эту;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
27417;;заходим;ЗАХОДИТЬ;V ipf praes pl indic - 1p;;;Мы _заходим_ в эту клетку;м;и;д;о;х;а;V;ЗАХОДИТЬ;V ipf praes pl indic - 1p;Ь
27418;;в;В;PR;;;Мы заходим _в_ эту клетку ,;в;;;;;;PR;В;PR;В
27419;;эту;ЭТОТ;APRO - acc sg plen f -;;;Мы заходим в _эту_ клетку , хотя;у;т;э;;;;APRO;ЭТОТ;A - acc sg plen f -;Т
27420;;клетку;КЛЕТКА;S f inan acc sg;;;заходим в эту _клетку_ , хотя мне;у;к;т;е;л;к;S;КЛЕТКА;S f inan acc sg;А
27421;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27422;;хотя;ХОТЯ;CONJ;;;эту клетку , _хотя_ мне тоже казалось;я;т;о;х;;;CONJ;ХОТЯ;CONJ;Я
27423;;мне;Я;SPRO sg 1p - dat;;;клетку , хотя _мне_ тоже казалось ,;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
27424;;тоже;ТОЖЕ;PART;;;, хотя мне _тоже_ казалось , что;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
27425;;казалось;КАЗАТЬСЯ;V ipf praet sg indic n -;;;хотя мне тоже _казалось_ , что зайти;ь;с;о;л;а;з;V;КАЗАТЬСЯ;V ipf praet sg indic n -;Я
27426;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27427;;что;ЧТО;CONJ;;;тоже казалось , _что_ зайти в клетку;о;т;ч;;;;CONJ;ЧТО;CONJ;О
27428;;зайти;ЗАЙТИ;V pf - - inf - -;;;казалось , что _зайти_ в клетку -;и;т;й;а;з;;V;ЗАЙТИ;V pf - - inf - -;И
27429;;в;В;PR;;;, что зайти _в_ клетку - это;в;;;;;;PR;В;PR;В
27430;;клетку;КЛЕТКА;S f inan acc sg;;;что зайти в _клетку_ - это плохая;у;к;т;е;л;к;S;КЛЕТКА;S f inan acc sg;А
27431;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27432;;это;ЭТО;SPRO n - nom sg;;;в клетку - _это_ плохая идея .;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
27433;;плохая;ПЛОХОЙ;A - nom sg plen f -;;;клетку - это _плохая_ идея .;я;а;х;о;л;п;A;ПЛОХОЙ;A - nom sg plen f -;Й
27434;;идея;ИДЕЯ;S f inan nom sg;;;- это плохая _идея_ .;я;е;д;и;;;S;ИДЕЯ;S f inan nom sg;Я
27435;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27436;;;;;;;;;;;;;;;;;
27437;# sent = 2005;;;;;;;;;;;;;;;;
27438;;Заходим;ЗАХОДИТЬ;V ipf praes pl indic - 1p;;;. _Заходим_ в клетку ,;м;и;д;о;х;а;V;ЗАХОДИТЬ;V ipf praes pl indic - 1p;Ь
27439;;в;В;PR;;;Заходим _в_ клетку , и;в;;;;;;PR;В;PR;В
27440;;клетку;КЛЕТКА;S f inan acc sg;;;Заходим в _клетку_ , и там;у;к;т;е;л;к;S;КЛЕТКА;S f inan acc sg;А
27441;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27442;;и;И;CONJ;;;в клетку , _и_ там вот эти;и;;;;;;CONJ;И;CONJ;И
27443;;там;ТАМ;ADV -;;;клетку , и _там_ вот эти всякие;м;а;т;;;;ADV;ТАМ;ADV -;М
27444;;вот;ВОТ;PART;;;, и там _вот_ эти всякие пакости;т;о;в;;;;PART;ВОТ;PART;Т
27445;;эти;ЭТОТ;APRO - nom pl plen - -;;;и там вот _эти_ всякие пакости :;и;т;э;;;;APRO;ЭТОТ;A - nom pl plen - -;Т
27446;;всякие;ВСЯКИЙ;A - nom pl plen - -;;;там вот эти _всякие_ пакости : какая-то;е;и;к;я;с;в;A;ВСЯКИЙ;A - nom pl plen - -;Й
27447;;пакости;ПАКОСТЬ;S f inan nom pl;;;вот эти всякие _пакости_ : какая-то жижа;и;т;с;о;к;а;S;ПАКОСТЬ;S f inan nom pl;Ь
27448;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
27449;;какая-то;КАКОЙ-ТО;APRO - nom sg plen f -;;;всякие пакости : _какая-то_ жижа , какое-то;о;т;-;я;а;к;APRO;КАКОЙ-ТО;A - nom sg plen f -;О
27450;;жижа;ЖИЖА;S f inan nom sg;;;пакости : какая-то _жижа_ , какое-то желе;а;ж;и;ж;;;S;ЖИЖА;S f inan nom sg;А
27451;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27452;;какое-то;КАКОЙ-ТО;APRO - nom sg plen n -;;;какая-то жижа , _какое-то_ желе , куски;о;т;-;е;о;к;APRO;КАКОЙ-ТО;A - nom sg plen n -;О
27453;;желе;ЖЕЛЕ;S n inan nom sg;;;жижа , какое-то _желе_ , куски какого-то;е;л;е;ж;;;S;ЖЕЛЕ;S n inan nonflex -;Е
27454;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27455;;куски;КУСОК;S m inan acc pl;;;какое-то желе , _куски_ какого-то мяса ,;и;к;с;у;к;;S;КУСОК;S m inan acc pl;К
27456;;какого-то;КАКОЙ-ТО;APRO - gen sg plen m -;;;желе , куски _какого-то_ мяса , печени;о;т;-;о;г;о;APRO;КАКОЙ-ТО;A - gen sg plen m -;О
27457;;мяса;МЯСО;S n inan gen sg;;;, куски какого-то _мяса_ , печени ,;а;с;я;м;;;S;МЯСО;S n inan gen sg;О
27458;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27459;;печени;ПЕЧЕНЬ;S f inan gen sg;;;какого-то мяса , _печени_ , что-то там;и;н;е;ч;е;п;S;ПЕЧЕНЬ;S f inan gen sg;Ь
27460;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27461;;что-то;ЧТО-ТО;SPRO n inan nom sg;;;, печени , _что-то_ там , в;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - nom sg;О
27462;;там;ТАМ;ADV -;;;печени , что-то _там_ , в общем;м;а;т;;;;ADV;ТАМ;ADV -;М
27463;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27464;;в;В;PR;;;что-то там , _в_ общем , что-то;в;;;;;;PR;В;PR;В
27465;;общем;ОБЩИЙ;A - loc sg plen m -;;;там , в _общем_ , что-то такое;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;Й
27466;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27467;;что-то;ЧТО-ТО;SPRO n inan nom sg;;;в общем , _что-то_ такое противное …;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - nom sg;О
27468;;такое;ТАКОЙ;APRO - nom sg plen n -;;;общем , что-то _такое_ противное …;е;о;к;а;т;;APRO;ТАКОЙ;A - nom sg plen n -;Й
27469;;противное;ПРОТИВНЫЙ;A - nom sg plen n -;;;, что-то такое _противное_ …;е;о;н;в;и;т;A;ПРОТИВНЫЙ;A - nom sg plen n -;Й
27470;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
